user_name,user_country,review_datetime,review_text,review_rating,source,sight,country_rus,iso,num_review,hover,year
taniaelisarieva,Russian Federation,2014-09-21,"It was my second trip to Kamchatka. September 2014. It was sunny weather every day, only one day fog. Great waves on Halaktyrskiy beach. Very consistent beach-break, water ~ 10 grad celsius. No Hotels on the beach, but you can sleep in camping in tent. September - the best time to visit Kamhatka for surfing. sorry for my english))",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"It was my second trip to Kamchatka.<br>September 2014. It was sunny weather every<br>day, only one day fog. Great waves on<br>Halaktyrskiy beach. Very consistent beach-<br>break, water ~ 10 grad celsius. No Hotels<br>on the beach, but you can sleep in camping<br>in tent. September - the best time to<br>visit Kamhatka for surfing. sorry for my<br>english))",2014
cool_alaska,United States,2014-09-05,"Kamchatka is beautiful with its volcanoes and mountains, Avacha Bay and the Pacific Ocean. If you go there, things to do would be: visit to valley of the geysers, Paratunka hot springs and, of course, fishing. There is not much to do in the city of Petropavlovsk, if you don't have anyone there. But ... Take a taxi and drive on Ob'ezdnaya road. From top of the mountain you will enjoy the best views!",10,tripadvisor,Kamchatka Peninsula,USA,USA,20,"Kamchatka is beautiful with its volcanoes<br>and mountains, Avacha Bay and the Pacific<br>Ocean. If you go there, things to do would<br>be: visit to valley of the geysers,<br>Paratunka hot springs and, of course,<br>fishing. There is not much to do in the<br>city of Petropavlovsk, if you don't have<br>anyone there. But ... Take a taxi and<br>drive on Ob'ezdnaya road. From top of the<br>mountain you will enjoy the best views!",2014
TravelTheWorld44,Australia,2014-07-26,"My family has spend 9 days in Kamchatka on a private tour with Lost World company. It was always the place I really wanted to visit and decided my kids were old enough to do it as a family. We didn't know what to expect when we were planning this trip particularly from the logistics perspective and I have found the comments on this forum very helpful. So here is my reflection on our trip with a view to assist whoever wants to venture into this relatively unknown world of tourism (outside of Russia of course). to start off be ready for: 1.to be challenged physically and emotionally - the infrastructure is very run down and it was also surprising to see in some places everyday rubbish which probably never gets cleaned up amongst the amazing UNESCO scenery - just have to ignore ... tour does have a fare number of rough-and-tough parts with no toilets or very primitive ones - only takes a day to get used to it really. if you never slept in a tent prior to tour suggest you give it a go before going to Kamchatka - the best places you can't get to without slipping in a tent and you really don't want to miss out. 2.totally unpredictable weather - it is easy to blame the tour company for rain and snow and other bad conditions. But a better approach is to be prepared and do your research - suggest for 9 days allocate at least 2 days for 'in case of bad weather' activities and be very clear with the company what you'd like to do in that case prior. Also suggest to add an extra 2 days to your trip if you've decided to go with pre-defined itinerary, or if you can do a private tour allocate at least 2 days to activities which you are OK to give a miss n case of bad weather. We were lucky I think - or so it seemed - that we managed to travel to all parts we've planned to travel to. The only unfulfilled desire was climbing a volcano - may be we have to come back one day;) 3.in summer a lot of mosquitoes around the river banks and generally places with water like hot springs - we were not ready for it and got bitten really badly ... buy local anti-mozzie protection (ask your guide for recommendation) and cover yourself as much as possible even on a hot day. 4.it is cold near the mountains in early summer - bring snow warm clothes. 5. lots of traveling from place to place - 3-5 hrs in a car. bring music and games. try to do: 1. get to know the locals on your tour - may be we were lucky but I have to say all the staff on our trip - cook, driver, guide, interpreter - were absolutely great and funny and very warm hearted people ... Russian have a great sense of black humor and lots of stories to tell which will stay with you for long. They also really like their country and keen to tell / show you not well known secrets - just ask. 2. we've actually quite liked the food that was cooked on a tour. There weren't many fruits and most vegetables were cooked - but we went in early summer so this is just a reflection of the season I think. From Russian food we've particularly and therefore recommend - kvas (traditional drink sold along the road usually), buckwheat porridge with meat / veg rissoles cooked on a tour), dumplings with cherries and potatoes (at the restaurants in hotels), caviar and various types of smoked fish - the best we've tried anywhere else in the world (have to buy it at the markets - most tours will take you there). And of course there is an amazing taste of Kamchatka's crab !!!!! 3. scenery - this is what this place is about. Don't think any recommendations are necessary - no matter where you go and what you do you'd be amazed by the expanse of beauty and a completely unreal (almost eerie at times) sense of world at its beginnings. it is all around you. One of the best views is from the Petropavlovsk-Kamchatski hotel rooms - my son said 'mum, these mountains don't look real - like someone has drawn them on a piece of paper and just spread sugar on the top (there was still snow on the mountains when we went which was early July). ' Europe and NZ and Japan and US do have similar landscapes - but we all agreed Kamchatka is unique and different somehow - it seemed to me that color of the sky and grass and rivers is richer and more intense ... we didn't go to Esso and Kyrilskoe lake - we were too early for bears and Esso was a bit far away, but would think these would be some of the best places to experience uniqueness of Kamchatka. 4.volcano climbing - if in Kamchatka try to do climb at least one! we've planned Mytnovski / Gorely trip - but the weather didn't work out. 5.avacha bay boat trip - excellent! fishing trip on one of the rivers - really great fun 6. Avachnski volcano - we've only wandered around and climbed the camel mount and we didn't have time for Avachincki climb. really beautiful place so definitely recommend. 7. spend at least half a day in the city - we've liked the museum, gift shop (which is like a museum), triny church - new and very pretty and good views over the city, and markets of course. tour company and prices: Lost World has done a great job for us and I wouldn't say the prices were over the top although definitely on expensive side - with exception of helicopter prices which are ridiculous and can't be negotiated by tour companies. However one can see and do a lot without helicopters. In terms of tour prices you just have to compare to Alaska tours - Kamchatka value for money is much much better. All in all I think we'd like to go back some day and we'd probably would use Lost World again - and go to more remote Northern places. May be in Winter!",10,tripadvisor,Kamchatka Peninsula,Australia,AUS,12,"My family has spend 9 days in Kamchatka on<br>a private tour with Lost World company. It<br>was always the place I really wanted to<br>visit and decided my kids were old enough<br>to do it as a family. We didn't know what<br>to expect when we were planning this trip<br>particularly from the logistics<br>perspective and I have found the comments<br>on this forum very helpful. So here is my<br>reflection on our trip with a view to<br>assist whoever wants to venture into this<br>relatively unknown world of tourism<br>(outside of Russia of course). to start<br>off be ready for: 1.to be challenged<br>physically and emotionally - the<br>infrastructure is very run down and it was<br>also surprising to see in some places<br>everyday rubbish which probably never gets<br>cleaned up amongst the amazing UNESCO<br>scenery - just have to ignore ... tour<br>does have a fare number of rough-and-tough<br>parts with no toilets or very primitive<br>ones - only takes a day to get used to it<br>really. if you never slept in a tent prior<br>to tour suggest you give it a go before<br>going to Kamchatka - the best places you<br>can't get to without slipping in a tent<br>and you really don't want to miss out.<br>2.totally unpredictable weather - it is<br>easy to blame the tour company for rain<br>and snow and other bad conditions. But a<br>better approach is to be prepared and do<br>your research - suggest for 9 days<br>allocate at least 2 days for 'in case of<br>bad weather' activities and be very clear<br>with the company what you'd like to do in<br>that case prior. Also suggest to add an<br>extra 2 days to your trip if you've<br>decided to go with pre-defined itinerary,<br>or if you can do a private tour allocate<br>at least 2 days to activities which you<br>are OK to give a miss n case of bad<br>weather. We were lucky I think - or so it<br>seemed - that we managed to travel to all<br>parts we've planned to travel to. The only<br>unfulfilled desire was climbing a volcano<br>- may be we have to come back one day;)<br>3.in summer a lot of mosquitoes around the<br>river banks and generally places with<br>water like hot springs - we were not ready<br>for it and got bitten really badly ... buy<br>local anti-mozzie protection (ask your<br>guide for recommendation) and cover<br>yourself as much as possible even on a hot<br>day. 4.it is cold near the mountains in<br>early summer - bring snow warm clothes. 5.<br>lots of traveling from place to place -<br>3-5 hrs in a car. bring music and games.<br>try to do: 1. get to know the locals on<br>your tour - may be we were lucky but I<br>have to say all the staff on our trip -<br>cook, driver, guide, interpreter - were<br>absolutely great and funny and very warm<br>hearted people ... Russian have a great<br>sense of black humor and lots of stories<br>to tell which will stay with you for long.<br>They also really like their country and<br>keen to tell / show you not well known<br>secrets - just ask. 2. we've actually<br>quite liked the food that was cooked on a<br>tour. There weren't many fruits and most<br>vegetables were cooked - but we went in<br>early summer so this is just a reflection<br>of the season I think. From Russian food<br>we've particularly and therefore recommend<br>- kvas (traditional drink sold along the<br>road usually), buckwheat porridge with<br>meat / veg rissoles cooked on a tour),<br>dumplings with cherries and potatoes (at<br>the restaurants in hotels), caviar and<br>various types of smoked fish - the best<br>we've tried anywhere else in the world<br>(have to buy it at the markets - most<br>tours will take you there). And of course<br>there is an amazing taste of Kamchatka's<br>crab !!!!! 3. scenery - this is what this<br>place is about. Don't think any<br>recommendations are necessary - no matter<br>where you go and what you do you'd be<br>amazed by the expanse of beauty and a<br>completely unreal (almost eerie at times)<br>sense of world at its beginnings. it is<br>all around you. One of the best views is<br>from the Petropavlovsk-Kamchatski hotel<br>rooms - my son said 'mum, these mountains<br>don't look real - like someone has drawn<br>them on a piece of paper and just spread<br>sugar on the top (there was still snow on<br>the mountains when we went which was early<br>July). ' Europe and NZ and Japan and US do<br>have similar landscapes - but we all<br>agreed Kamchatka is unique and different<br>somehow - it seemed to me that color of<br>the sky and grass and rivers is richer and<br>more intense ... we didn't go to Esso and<br>Kyrilskoe lake - we were too early for<br>bears and Esso was a bit far away, but<br>would think these would be some of the<br>best places to experience uniqueness of<br>Kamchatka. 4.volcano climbing - if in<br>Kamchatka try to do climb at least one!<br>we've planned Mytnovski / Gorely trip -<br>but the weather didn't work out. 5.avacha<br>bay boat trip - excellent! fishing trip on<br>one of the rivers - really great fun 6.<br>Avachnski volcano - we've only wandered<br>around and climbed the camel mount and we<br>didn't have time for Avachincki climb.<br>really beautiful place so definitely<br>recommend. 7. spend at least half a day in<br>the city - we've liked the museum, gift<br>shop (which is like a museum), triny<br>church - new and very pretty and good<br>views over the city, and markets of<br>course. tour company and prices: Lost<br>World has done a great job for us and I<br>wouldn't say the prices were over the top<br>although definitely on expensive side -<br>with exception of helicopter prices which<br>are ridiculous and can't be negotiated by<br>tour companies. However one can see and do<br>a lot without helicopters. In terms of<br>tour prices you just have to compare to<br>Alaska tours - Kamchatka value for money<br>is much much better. All in all I think<br>we'd like to go back some day and we'd<br>probably would use Lost World again - and<br>go to more remote Northern places. May be<br>in Winter!",2014
Mac808,Malaysia,2014-01-16,"This was an experience of a lifetime. The trip delivered on seeing the bears, active volcanoes, awesome hiking, rugged country, spectacular views from the helicopter and mountain tops. The boat cruise into Avacha Bay with the seafood lunch was really nice. The tour of the Volcanology Institute was interesting. Our guide, Artyom, was brilliant - knowledgeable, fluent English, sense of humor and flexible. One of the tour company owners, Andrey, is excellent with his replies and advice. Would I go back? No, as I have now been, seen and have fantastic photos. Would I recommend it? Yes, for the experience, but prepare yourself for a company that is not really customer focussed. It is a lot of money and the company does not give value for that money. This company has the monopoly in this area and I felt took advantage of this. We were extremely lucky with the weather and got to do most things on the itinerary. However, we had friends (a few weeks after us) who missed out on the Avacha bay trip due to weather and the company did not organize a ""Plan B '. They were left to their own devices. Be prepared for weather delays. There are museums, art galleries, volcanology institute, Russian Orthodox Churches, shops and markets that tourists may be interested in and the tour company should be able to organize something to see these in the case of bad weather.FOOD: I understand that we were out in the wild and I would eat what I was given. However, I feel that chicken heart soup as the only dish at lunch is unacceptable! When in the restaurants in Petropavlosk or Paratunka there were no menu choices. I don't expect the full menu but at least a choice of a meat, fish or vegetarian dish- not just be given the meal of the day. The vegetarians in our group had a difficult time with what was placed in front of them and in some cases they ordered off the menu and paid separately. The ""4 star"" hotel in Par atunka knew they had a group of 16 coming, but they still ran out of fries, the beer was warm and they only had 1 bottle of the wine we selected. ALL drinks (including water) were not covered in the tour price. The itinerary stated that we would eat out in a restaurant in the town - this didn't happen, we were only dining at the hotel restaurant with a preset menu. Our lunch on the last day was not included. SAFETY: what safety? The helicopter had no seat belts, no life-jackets, no emergency exit other than the one we entered through (the back doors where they loaded the luggage through were wired together when closed) and the luggage was not secured. It was piled up chest height in the center of the helicopter with not one luggage net or tie down in place! When we were picked up from the lake the pilot was yelling out through the window ""quick quick"" ""quick quick the fog is coming in""! We flew to the helicopter base as the weather was too bad to take us to the base of the volcano to the tents. At one stage the cockpit door was open, it was a total white out through the front window and the 3 in the cockpit were flying by what they could see through the windows at their feet and local knowledge. We were in a very mountainous area and had to fly through a pass. At one stage the helicopter slowed down and dropped altitude as they could not see. It meant something when we landed safely and the 3 in the cockpit all shook each other's hand and congratulated each other! The Kamaz truck we were transported to the volcano in got stuck in snow and it took almost two hours, with all of us helping, to get it out. This was unlucky, but lucky for us it occurred during daylight hours. The night we were driven to the tents because the helicopter was unable to land, meant we were driving over these snow fields in the middle of the night 2 days earlier. It would have been extremely cold if this had happened then. There was a bear in the area. BATHROOM FACILITIES: the bathrooms in the two hotels we stayed in were not fancy but they did the job. Be aware that in summertime the water supply in Petropavlosk undergoes its annual maintenance and the water gets turned off for 2-3 days. People in the tour group after us had no water for toilet or showers during their stay! The toilet facility at the lake and the volcano tent area was disgusting. I have used many long drops in my life and these were a disgrace. At the tent area there was only one long drop for about 50 people which is a squat style, hole cut in wood and you can imagine what was on the wood and the smell. The two toilets at the lake were long drops but with a toilet bowl / seat and not clean. A bathroom was being built in the lodge at the lake and they did turn the hot water on one night, when asked to, for those that wished to shower. AIRPORT TRANSFER: minor detail, but we were left for approximately two hours sitting in the company bus at the airport waiting for another plane to arrive. I felt for the money paid for this tour they should either have put us in a taxi to the hotel, or taken us in and then come back out to pick up the other passengers. SLEEPING: We took our own sleeping bag and roll up mattress for in the tent and in the lodge, but having seen the ones that were available to rent, I would rent to save weight / space in the suitcase. At the lodge there are 8 beds (3 bunk beds and 2 singles) in each of the two rooms. The rooms are extremely small and should really only have 4 people in them to be comfortable. The tents are meant to be 3 person but the two of us took up most of the tent and our luggage was on the outside of the tent. This trip was an experience of a lifetime, a moderate degree of fitness is required to manage the volcanoes where the views are spectacular, make sure you take a good camera, lots of memory storage and spare batteries (there were facilities to recharge). Walking poles were helpful and a camelback water system daypack is ideal for the hikes. I have given this an excellent rating as the experience was amazing, however my rating for the tour company would be poor to average. The guide, Artyom, gets 10/10!",10,tripadvisor,Kamchatka Peninsula,Malaysia,MYS,1,"This was an experience of a lifetime. The<br>trip delivered on seeing the bears, active<br>volcanoes, awesome hiking, rugged country,<br>spectacular views from the helicopter and<br>mountain tops. The boat cruise into Avacha<br>Bay with the seafood lunch was really<br>nice. The tour of the Volcanology<br>Institute was interesting. Our guide,<br>Artyom, was brilliant - knowledgeable,<br>fluent English, sense of humor and<br>flexible. One of the tour company owners,<br>Andrey, is excellent with his replies and<br>advice. Would I go back? No, as I have now<br>been, seen and have fantastic photos.<br>Would I recommend it? Yes, for the<br>experience, but prepare yourself for a<br>company that is not really customer<br>focussed. It is a lot of money and the<br>company does not give value for that<br>money. This company has the monopoly in<br>this area and I felt took advantage of<br>this. We were extremely lucky with the<br>weather and got to do most things on the<br>itinerary. However, we had friends (a few<br>weeks after us) who missed out on the<br>Avacha bay trip due to weather and the<br>company did not organize a ""Plan B '. They<br>were left to their own devices. Be<br>prepared for weather delays. There are<br>museums, art galleries, volcanology<br>institute, Russian Orthodox Churches,<br>shops and markets that tourists may be<br>interested in and the tour company should<br>be able to organize something to see these<br>in the case of bad weather.FOOD: I<br>understand that we were out in the wild<br>and I would eat what I was given. However,<br>I feel that chicken heart soup as the only<br>dish at lunch is unacceptable! When in the<br>restaurants in Petropavlosk or Paratunka<br>there were no menu choices. I don't expect<br>the full menu but at least a choice of a<br>meat, fish or vegetarian dish- not just be<br>given the meal of the day. The vegetarians<br>in our group had a difficult time with<br>what was placed in front of them and in<br>some cases they ordered off the menu and<br>paid separately. The ""4 star"" hotel in Par<br>atunka knew they had a group of 16 coming,<br>but they still ran out of fries, the beer<br>was warm and they only had 1 bottle of the<br>wine we selected. ALL drinks (including<br>water) were not covered in the tour price.<br>The itinerary stated that we would eat out<br>in a restaurant in the town - this didn't<br>happen, we were only dining at the hotel<br>restaurant with a preset menu. Our lunch<br>on the last day was not included. SAFETY:<br>what safety? The helicopter had no seat<br>belts, no life-jackets, no emergency exit<br>other than the one we entered through (the<br>back doors where they loaded the luggage<br>through were wired together when closed)<br>and the luggage was not secured. It was<br>piled up chest height in the center of the<br>helicopter with not one luggage net or tie<br>down in place! When we were picked up from<br>the lake the pilot was yelling out through<br>the window ""quick quick"" ""quick quick the<br>fog is coming in""! We flew to the<br>helicopter base as the weather was too bad<br>to take us to the base of the volcano to<br>the tents. At one stage the cockpit door<br>was open, it was a total white out through<br>the front window and the 3 in the cockpit<br>were flying by what they could see through<br>the windows at their feet and local<br>knowledge. We were in a very mountainous<br>area and had to fly through a pass. At one<br>stage the helicopter slowed down and<br>dropped altitude as they could not see. It<br>meant something when we landed safely and<br>the 3 in the cockpit all shook each<br>other's hand and congratulated each other!<br>The Kamaz truck we were transported to the<br>volcano in got stuck in snow and it took<br>almost two hours, with all of us helping,<br>to get it out. This was unlucky, but lucky<br>for us it occurred during daylight hours.<br>The night we were driven to the tents<br>because the helicopter was unable to land,<br>meant we were driving over these snow<br>fields in the middle of the night 2 days<br>earlier. It would have been extremely cold<br>if this had happened then. There was a<br>bear in the area. BATHROOM FACILITIES: the<br>bathrooms in the two hotels we stayed in<br>were not fancy but they did the job. Be<br>aware that in summertime the water supply<br>in Petropavlosk undergoes its annual<br>maintenance and the water gets turned off<br>for 2-3 days. People in the tour group<br>after us had no water for toilet or<br>showers during their stay! The toilet<br>facility at the lake and the volcano tent<br>area was disgusting. I have used many long<br>drops in my life and these were a<br>disgrace. At the tent area there was only<br>one long drop for about 50 people which is<br>a squat style, hole cut in wood and you<br>can imagine what was on the wood and the<br>smell. The two toilets at the lake were<br>long drops but with a toilet bowl / seat<br>and not clean. A bathroom was being built<br>in the lodge at the lake and they did turn<br>the hot water on one night, when asked to,<br>for those that wished to shower. AIRPORT<br>TRANSFER: minor detail, but we were left<br>for approximately two hours sitting in the<br>company bus at the airport waiting for<br>another plane to arrive. I felt for the<br>money paid for this tour they should<br>either have put us in a taxi to the hotel,<br>or taken us in and then come back out to<br>pick up the other passengers. SLEEPING: We<br>took our own sleeping bag and roll up<br>mattress for in the tent and in the lodge,<br>but having seen the ones that were<br>available to rent, I would rent to save<br>weight / space in the suitcase. At the<br>lodge there are 8 beds (3 bunk beds and 2<br>singles) in each of the two rooms. The<br>rooms are extremely small and should<br>really only have 4 people in them to be<br>comfortable. The tents are meant to be 3<br>person but the two of us took up most of<br>the tent and our luggage was on the<br>outside of the tent. This trip was an<br>experience of a lifetime, a moderate<br>degree of fitness is required to manage<br>the volcanoes where the views are<br>spectacular, make sure you take a good<br>camera, lots of memory storage and spare<br>batteries (there were facilities to<br>recharge). Walking poles were helpful and<br>a camelback water system daypack is ideal<br>for the hikes. I have given this an<br>excellent rating as the experience was<br>amazing, however my rating for the tour<br>company would be poor to average. The<br>guide, Artyom, gets 10/10!",2014
Jac-and-Jek,Spain,2014-01-10,"The Kamchatka peninsula is one of the most surprising places of the world. Regardless of visiting it in winter or summer you will fall in love with Kamchatka even before landing, just with the view of the volcanos and the landscape you will see from the airport. We were there in May and there still was 2 meters snow in Petropavlovsk-Kamchatsky. The capital is not really beautiful, on the contrary, it is a terrible soviet era city, but the views of the volcanoes behind the Peter and Paul sculpture and the views of the Avacha bay are simply breathtaking. Just a summary of what can be done in Kamchatka: dog sledding, snow bikes, snow activities, thermal waters, trip by ship, cruises, animal watching (seals, whales, depending on the month), native villages (eg Koryak) with its Besides, you can try salmon caviar (red caviar), great salmon (note that there are different species here) and king crab (amazing). Nature at its best. I want to come back!",10,tripadvisor,Kamchatka Peninsula,Spain,ESP,6,"The Kamchatka peninsula is one of the most<br>surprising places of the world. Regardless<br>of visiting it in winter or summer you<br>will fall in love with Kamchatka even<br>before landing, just with the view of the<br>volcanos and the landscape you will see<br>from the airport. We were there in May and<br>there still was 2 meters snow in<br>Petropavlovsk-Kamchatsky. The capital is<br>not really beautiful, on the contrary, it<br>is a terrible soviet era city, but the<br>views of the volcanoes behind the Peter<br>and Paul sculpture and the views of the<br>Avacha bay are simply breathtaking. Just a<br>summary of what can be done in Kamchatka:<br>dog sledding, snow bikes, snow activities,<br>thermal waters, trip by ship, cruises,<br>animal watching (seals, whales, depending<br>on the month), native villages (eg Koryak)<br>with its Besides, you can try salmon<br>caviar (red caviar), great salmon (note<br>that there are different species here) and<br>king crab (amazing). Nature at its best. I<br>want to come back!",2014
Qwelt,India,2013-08-16,"We (me and my wife) visited Kamchatka from 3rd to 11th August 2013. We did Muthnovesky, Goreily, Kurilskoye Lake, Valley of Geysers, Avecha Bay and Avichansky during this time and I would say, we did not even see 10% of the peninsula, but covered most of the tourist spots. The places we saw were exactly like what was shown in Natgeo / Discovery and other sceintific knowledge TV channels. Before you go to Kamchatka, be prepared for these things. a. There are only a few tourist companies who can correspond with you in English and it will be very difficult to do this alone even if you know Russian. b. This place and tours are very expensive. A grand Canyon helicopter tour in Las Vegas will cost only USD 250 per person where as a helicopter tour of Valley of Geysers will cost USD 1000 per person. A boat excursion of Avecha Bay costed us USD 750 (for 6 hours with a lunch) for 2 persons and a simlar tour in Cape Town or in Paracas costed me less than USD 100 for both of us. ... c. Be prepared for very quick changes in weather and you would end up doing nothing but waiting for helicopter to fly for many days. Usually, allow 2 extra days even in their Summer time. d. Be prepared to live in primitive conditions when you tour the volcanos (very small tents, very cold nights and natural toilets). e. You will get very basic food. f. Above all, please work on your fitness level as this involves walking long distances, climbing or trekking, walk on the snow and water etc., Other dos and donts, please follow the instructions given by your tour company. But it is still worth and it is a ""once in a lifetime"" experience.",10,tripadvisor,Kamchatka Peninsula,India,IND,6,"We (me and my wife) visited Kamchatka from<br>3rd to 11th August 2013. We did<br>Muthnovesky, Goreily, Kurilskoye Lake,<br>Valley of Geysers, Avecha Bay and<br>Avichansky during this time and I would<br>say, we did not even see 10% of the<br>peninsula, but covered most of the tourist<br>spots. The places we saw were exactly like<br>what was shown in Natgeo / Discovery and<br>other sceintific knowledge TV channels.<br>Before you go to Kamchatka, be prepared<br>for these things. a. There are only a few<br>tourist companies who can correspond with<br>you in English and it will be very<br>difficult to do this alone even if you<br>know Russian. b. This place and tours are<br>very expensive. A grand Canyon helicopter<br>tour in Las Vegas will cost only USD 250<br>per person where as a helicopter tour of<br>Valley of Geysers will cost USD 1000 per<br>person. A boat excursion of Avecha Bay<br>costed us USD 750 (for 6 hours with a<br>lunch) for 2 persons and a simlar tour in<br>Cape Town or in Paracas costed me less<br>than USD 100 for both of us. ... c. Be<br>prepared for very quick changes in weather<br>and you would end up doing nothing but<br>waiting for helicopter to fly for many<br>days. Usually, allow 2 extra days even in<br>their Summer time. d. Be prepared to live<br>in primitive conditions when you tour the<br>volcanos (very small tents, very cold<br>nights and natural toilets). e. You will<br>get very basic food. f. Above all, please<br>work on your fitness level as this<br>involves walking long distances, climbing<br>or trekking, walk on the snow and water<br>etc., Other dos and donts, please follow<br>the instructions given by your tour<br>company. But it is still worth and it is a<br>""once in a lifetime"" experience.",2013
bhawna_12,India,2012-11-19,"been to Kamchatka_Aug'11, turned out to bea trip which was run by a local agency and only 3-9 people were from Ibex, overcharged approx 60% more than the local agency, contacted several time no responce form Ibex, things mentioned on website didn't match, where we cab complanint about this.",6,tripadvisor,Kamchatka Peninsula,India,IND,6,"been to Kamchatka_Aug'11, turned out to<br>bea trip which was run by a local agency<br>and only 3-9 people were from Ibex,<br>overcharged approx 60% more than the local<br>agency, contacted several time no responce<br>form Ibex, things mentioned on website<br>didn't match, where we cab complanint<br>about this.",2012
Poblodzinski,Russian Federation,2012-10-10,"I'm trying to come to Kamchatka every year. I have already been to many volcanoes, but the favorite is Mutnovsky - live volcano. It changes every time, every moment. The next place - Shiveluch. It is enough far from Petropavlovsk, but is one of the most interesting live volcanoes. Caviar and salmon - are perfect.",10,tripadvisor,Kamchatka Peninsula,Russia,RUS,233,"I'm trying to come to Kamchatka every<br>year. I have already been to many<br>volcanoes, but the favorite is Mutnovsky -<br>live volcano. It changes every time, every<br>moment. The next place - Shiveluch. It is<br>enough far from Petropavlovsk, but is one<br>of the most interesting live volcanoes.<br>Caviar and salmon - are perfect.",2012
MissT603,Australia,2012-08-31,"I stayed in Kamchatka for just over a week. A few days camping in the Nalychevo national park, no running water, no shower facilities, toilets are holes in the ground away from cabins, and cabins look good on the outside but are just basic shelters. You have to take everything you want in - including food, water, sleeping bags etc. They have 3 different hot pools a walk away from the camp, we couldn't go to one of the pools one day, because a bear had taken it over! The views are amazing and the experience priceless. The bears like the tundra, feasting on berries in the distance, and generally leave the camp alone. Spent a day on and off a helicopter checking out the Valley of the geysers and Uzon couldron, expensive but worth it. My only disappointment was that many bears had followed the salmon to lake Kurril, which was not a planned stop.",10,tripadvisor,Kamchatka Peninsula,Australia,AUS,12,"I stayed in Kamchatka for just over a<br>week. A few days camping in the Nalychevo<br>national park, no running water, no shower<br>facilities, toilets are holes in the<br>ground away from cabins, and cabins look<br>good on the outside but are just basic<br>shelters. You have to take everything you<br>want in - including food, water, sleeping<br>bags etc. They have 3 different hot pools<br>a walk away from the camp, we couldn't go<br>to one of the pools one day, because a<br>bear had taken it over! The views are<br>amazing and the experience priceless. The<br>bears like the tundra, feasting on berries<br>in the distance, and generally leave the<br>camp alone. Spent a day on and off a<br>helicopter checking out the Valley of the<br>geysers and Uzon couldron, expensive but<br>worth it. My only disappointment was that<br>many bears had followed the salmon to lake<br>Kurril, which was not a planned stop.",2012
HKGHola,China,2012-04-08,"Just returned from a 14 days trip in Kamchatka, a Peninsula in Russian Far East, and opposite to Alaska. We have spent 5 days on the sea, 4 days on active volcano visits and trekking, 3 days on river rafting and salmon fishing and 2 days at the city Petropavlovsk. If you like the natural beauty and wildlife, there are so many things to see here. We encountered humpback whale, killer whale, spot seal sea lion, sea otter and a lot of sea birds like puffin, stellar sea eagle & etc. during the sea journey. We also encountered brown bear family in the wild and got many salmon in the river. Also, the hot spring there was simply marvelous. It's a place that all nature lovers should not miss.",10,tripadvisor,Kamchatka Peninsula,China,CHN,16,"Just returned from a 14 days trip in<br>Kamchatka, a Peninsula in Russian Far<br>East, and opposite to Alaska. We have<br>spent 5 days on the sea, 4 days on active<br>volcano visits and trekking, 3 days on<br>river rafting and salmon fishing and 2<br>days at the city Petropavlovsk. If you<br>like the natural beauty and wildlife,<br>there are so many things to see here. We<br>encountered humpback whale, killer whale,<br>spot seal sea lion, sea otter and a lot of<br>sea birds like puffin, stellar sea eagle &<br>etc. during the sea journey. We also<br>encountered brown bear family in the wild<br>and got many salmon in the river. Also,<br>the hot spring there was simply marvelous.<br>It's a place that all nature lovers should<br>not miss.",2012
briaely,United Kingdom,2008-04-16,"Amongst the steaming geysers, Russian bears, roaring salmon rivers, pristine volcanic mountains and rolling tundra one can find a lifetime of adventure, beauty and culture in Kamchatka. Home to a number of indigenous reindeer tribes, Kamchatka is one of the last remaining unwesternized places in the northern hemisphere. It is difficult and expensive to get there, but many organizations offer packaged trips once you arrive. Check out Lost World Adventures at travelkamchatka.com for more information. I'm an American college student and traveled there with my family when I was in high school. We visited with the Evans reindeer tribe, rafted class III's, hiked inside volcanoes and camped near massive bird colonies. I hope to return someday. Please don't pollute Kamchatka with Western ideologies. Arrive with the utmost respect for the land and the culture. It doesn't need to be turned into a crowded national park.",10,tripadvisor,Kamchatka Peninsula,English speaking country,GBR,18,"Amongst the steaming geysers, Russian<br>bears, roaring salmon rivers, pristine<br>volcanic mountains and rolling tundra one<br>can find a lifetime of adventure, beauty<br>and culture in Kamchatka. Home to a number<br>of indigenous reindeer tribes, Kamchatka<br>is one of the last remaining unwesternized<br>places in the northern hemisphere. It is<br>difficult and expensive to get there, but<br>many organizations offer packaged trips<br>once you arrive. Check out Lost World<br>Adventures at travelkamchatka.com for more<br>information. I'm an American college<br>student and traveled there with my family<br>when I was in high school. We visited with<br>the Evans reindeer tribe, rafted class<br>III's, hiked inside volcanoes and camped<br>near massive bird colonies. I hope to<br>return someday. Please don't pollute<br>Kamchatka with Western ideologies. Arrive<br>with the utmost respect for the land and<br>the culture. It doesn't need to be turned<br>into a crowded national park.",2008
